"date","chart_id","series_id","series_name","country","value","axis","unit","source","source_url"
"2021-06-01","pmi_composite","pmi_de","Germany","Germany",48.411,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2021-07-01","pmi_composite","pmi_de","Germany","Germany",48.449,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2021-08-01","pmi_composite","pmi_de","Germany","Germany",48.068,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2021-09-01","pmi_composite","pmi_de","Germany","Germany",47.421,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2021-10-01","pmi_composite","pmi_de","Germany","Germany",47.149,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2021-11-01","pmi_composite","pmi_de","Germany","Germany",47.227,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2021-12-01","pmi_composite","pmi_de","Germany","Germany",47.744,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-01-01","pmi_composite","pmi_de","Germany","Germany",47.054,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-02-01","pmi_composite","pmi_de","Germany","Germany",46.784,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-03-01","pmi_composite","pmi_de","Germany","Germany",46.999,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-04-01","pmi_composite","pmi_de","Germany","Germany",47.748,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-05-01","pmi_composite","pmi_de","Germany","Germany",47.315,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-06-01","pmi_composite","pmi_de","Germany","Germany",47.224,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-07-01","pmi_composite","pmi_de","Germany","Germany",46.698,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-08-01","pmi_composite","pmi_de","Germany","Germany",47.755,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-09-01","pmi_composite","pmi_de","Germany","Germany",47.949,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-10-01","pmi_composite","pmi_de","Germany","Germany",49.67,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-11-01","pmi_composite","pmi_de","Germany","Germany",49.793,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2022-12-01","pmi_composite","pmi_de","Germany","Germany",50.679,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-01-01","pmi_composite","pmi_de","Germany","Germany",51.059,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-02-01","pmi_composite","pmi_de","Germany","Germany",52.293,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-03-01","pmi_composite","pmi_de","Germany","Germany",53.247,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-04-01","pmi_composite","pmi_de","Germany","Germany",53.912,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-05-01","pmi_composite","pmi_de","Germany","Germany",54.792,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-06-01","pmi_composite","pmi_de","Germany","Germany",54.095,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-07-01","pmi_composite","pmi_de","Germany","Germany",54.116,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-08-01","pmi_composite","pmi_de","Germany","Germany",54.199,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-09-01","pmi_composite","pmi_de","Germany","Germany",54.458,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-10-01","pmi_composite","pmi_de","Germany","Germany",54.484,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-11-01","pmi_composite","pmi_de","Germany","Germany",54.486,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2023-12-01","pmi_composite","pmi_de","Germany","Germany",55.375,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-01-01","pmi_composite","pmi_de","Germany","Germany",56.232,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-02-01","pmi_composite","pmi_de","Germany","Germany",57.001,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-03-01","pmi_composite","pmi_de","Germany","Germany",57.068,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-04-01","pmi_composite","pmi_de","Germany","Germany",56.467,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-05-01","pmi_composite","pmi_de","Germany","Germany",56.141,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-06-01","pmi_composite","pmi_de","Germany","Germany",55.803,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-07-01","pmi_composite","pmi_de","Germany","Germany",55.691,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-08-01","pmi_composite","pmi_de","Germany","Germany",55.064,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-09-01","pmi_composite","pmi_de","Germany","Germany",55.106,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-10-01","pmi_composite","pmi_de","Germany","Germany",54.04,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-11-01","pmi_composite","pmi_de","Germany","Germany",53.7,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2024-12-01","pmi_composite","pmi_de","Germany","Germany",52.678,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-01-01","pmi_composite","pmi_de","Germany","Germany",52.672,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-02-01","pmi_composite","pmi_de","Germany","Germany",52.53,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-03-01","pmi_composite","pmi_de","Germany","Germany",51.881,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-04-01","pmi_composite","pmi_de","Germany","Germany",51.976,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-05-01","pmi_composite","pmi_de","Germany","Germany",51.115,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-06-01","pmi_composite","pmi_de","Germany","Germany",51.794,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-07-01","pmi_composite","pmi_de","Germany","Germany",50.95,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-08-01","pmi_composite","pmi_de","Germany","Germany",50.458,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-09-01","pmi_composite","pmi_de","Germany","Germany",50.552,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-10-01","pmi_composite","pmi_de","Germany","Germany",50.688,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-11-01","pmi_composite","pmi_de","Germany","Germany",50.053,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2025-12-01","pmi_composite","pmi_de","Germany","Germany",48.507,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2026-01-01","pmi_composite","pmi_de","Germany","Germany",47.36,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2026-02-01","pmi_composite","pmi_de","Germany","Germany",46.748,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2026-03-01","pmi_composite","pmi_de","Germany","Germany",46.84,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2026-04-01","pmi_composite","pmi_de","Germany","Germany",46.716,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2026-05-01","pmi_composite","pmi_de","Germany","Germany",46.866,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2026-06-01","pmi_composite","pmi_de","Germany","Germany",45.875,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-01-01","pmi_composite","pmi_fr","France","France",53.03,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-02-01","pmi_composite","pmi_fr","France","France",53.383,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-03-01","pmi_composite","pmi_fr","France","France",53.384,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-04-01","pmi_composite","pmi_fr","France","France",53.941,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-05-01","pmi_composite","pmi_fr","France","France",52.828,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-06-01","pmi_composite","pmi_fr","France","France",53.4,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-07-01","pmi_composite","pmi_fr","France","France",53.917,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-08-01","pmi_composite","pmi_fr","France","France",54.713,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-09-01","pmi_composite","pmi_fr","France","France",54.999,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-10-01","pmi_composite","pmi_fr","France","France",55.484,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-11-01","pmi_composite","pmi_fr","France","France",55.578,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2003-12-01","pmi_composite","pmi_fr","France","France",55.22,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-01-01","pmi_composite","pmi_fr","France","France",54.816,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-02-01","pmi_composite","pmi_fr","France","France",55.173,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-03-01","pmi_composite","pmi_fr","France","France",55.63,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-04-01","pmi_composite","pmi_fr","France","France",55.62,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-05-01","pmi_composite","pmi_fr","France","France",56.01,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-06-01","pmi_composite","pmi_fr","France","France",56.086,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-07-01","pmi_composite","pmi_fr","France","France",56.411,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-08-01","pmi_composite","pmi_fr","France","France",55.62,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-09-01","pmi_composite","pmi_fr","France","France",55.338,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-10-01","pmi_composite","pmi_fr","France","France",55.669,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-11-01","pmi_composite","pmi_fr","France","France",55.89,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2004-12-01","pmi_composite","pmi_fr","France","France",55.349,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-01-01","pmi_composite","pmi_fr","France","France",53.78,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-02-01","pmi_composite","pmi_fr","France","France",52.888,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-03-01","pmi_composite","pmi_fr","France","France",52.53,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-04-01","pmi_composite","pmi_fr","France","France",52.577,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-05-01","pmi_composite","pmi_fr","France","France",52.315,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-06-01","pmi_composite","pmi_fr","France","France",52.105,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-07-01","pmi_composite","pmi_fr","France","France",51.883,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-08-01","pmi_composite","pmi_fr","France","France",52.216,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-09-01","pmi_composite","pmi_fr","France","France",51.421,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-10-01","pmi_composite","pmi_fr","France","France",50.298,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-11-01","pmi_composite","pmi_fr","France","France",48.908,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2005-12-01","pmi_composite","pmi_fr","France","France",48.535,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-01-01","pmi_composite","pmi_fr","France","France",48.698,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-02-01","pmi_composite","pmi_fr","France","France",48.304,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-03-01","pmi_composite","pmi_fr","France","France",48.492,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-04-01","pmi_composite","pmi_fr","France","France",47.686,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-05-01","pmi_composite","pmi_fr","France","France",47.658,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-06-01","pmi_composite","pmi_fr","France","France",46.65,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-07-01","pmi_composite","pmi_fr","France","France",47.092,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-08-01","pmi_composite","pmi_fr","France","France",46.26,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-09-01","pmi_composite","pmi_fr","France","France",46.487,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-10-01","pmi_composite","pmi_fr","France","France",46.364,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-11-01","pmi_composite","pmi_fr","France","France",46.58,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2006-12-01","pmi_composite","pmi_fr","France","France",46.788,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-01-01","pmi_composite","pmi_fr","France","France",46.949,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-02-01","pmi_composite","pmi_fr","France","France",47.231,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-03-01","pmi_composite","pmi_fr","France","France",47.263,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-04-01","pmi_composite","pmi_fr","France","France",47.086,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-05-01","pmi_composite","pmi_fr","France","France",47.661,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-06-01","pmi_composite","pmi_fr","France","France",48.712,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-07-01","pmi_composite","pmi_fr","France","France",48.591,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-08-01","pmi_composite","pmi_fr","France","France",48.982,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-09-01","pmi_composite","pmi_fr","France","France",48.691,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-10-01","pmi_composite","pmi_fr","France","France",48.904,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-11-01","pmi_composite","pmi_fr","France","France",48.84,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2007-12-01","pmi_composite","pmi_fr","France","France",49.083,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-01-01","pmi_composite","pmi_fr","France","France",50.095,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-02-01","pmi_composite","pmi_fr","France","France",50.884,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-03-01","pmi_composite","pmi_fr","France","France",51.34,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-04-01","pmi_composite","pmi_fr","France","France",51.38,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-05-01","pmi_composite","pmi_fr","France","France",51.285,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-06-01","pmi_composite","pmi_fr","France","France",51.004,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-07-01","pmi_composite","pmi_fr","France","France",51.163,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-08-01","pmi_composite","pmi_fr","France","France",49.07,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-09-01","pmi_composite","pmi_fr","France","France",47.913,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-10-01","pmi_composite","pmi_fr","France","France",46.232,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-11-01","pmi_composite","pmi_fr","France","France",45.441,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2008-12-01","pmi_composite","pmi_fr","France","France",43.954,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-01-01","pmi_composite","pmi_fr","France","France",42.502,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-02-01","pmi_composite","pmi_fr","France","France",42.419,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-03-01","pmi_composite","pmi_fr","France","France",42.663,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-04-01","pmi_composite","pmi_fr","France","France",43.576,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-05-01","pmi_composite","pmi_fr","France","France",44.53,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-06-01","pmi_composite","pmi_fr","France","France",46.065,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-07-01","pmi_composite","pmi_fr","France","France",48.104,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-08-01","pmi_composite","pmi_fr","France","France",49.975,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-09-01","pmi_composite","pmi_fr","France","France",51.255,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-10-01","pmi_composite","pmi_fr","France","France",51.294,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-11-01","pmi_composite","pmi_fr","France","France",51.759,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2009-12-01","pmi_composite","pmi_fr","France","France",52.429,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-01-01","pmi_composite","pmi_fr","France","France",52.962,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-02-01","pmi_composite","pmi_fr","France","France",53.304,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-03-01","pmi_composite","pmi_fr","France","France",52.584,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-04-01","pmi_composite","pmi_fr","France","France",52.813,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-05-01","pmi_composite","pmi_fr","France","France",51.982,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-06-01","pmi_composite","pmi_fr","France","France",51.397,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-07-01","pmi_composite","pmi_fr","France","France",50.824,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-08-01","pmi_composite","pmi_fr","France","France",50.366,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-09-01","pmi_composite","pmi_fr","France","France",50.832,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-10-01","pmi_composite","pmi_fr","France","France",50.459,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-11-01","pmi_composite","pmi_fr","France","France",50.999,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2010-12-01","pmi_composite","pmi_fr","France","France",50.245,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-01-01","pmi_composite","pmi_fr","France","France",50.123,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-02-01","pmi_composite","pmi_fr","France","France",49.189,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-03-01","pmi_composite","pmi_fr","France","France",49.002,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-04-01","pmi_composite","pmi_fr","France","France",48.189,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-05-01","pmi_composite","pmi_fr","France","France",49.017,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-06-01","pmi_composite","pmi_fr","France","France",48.909,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-07-01","pmi_composite","pmi_fr","France","France",49.813,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-08-01","pmi_composite","pmi_fr","France","France",48.594,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-09-01","pmi_composite","pmi_fr","France","France",48.385,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-10-01","pmi_composite","pmi_fr","France","France",47.758,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-11-01","pmi_composite","pmi_fr","France","France",47.652,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2011-12-01","pmi_composite","pmi_fr","France","France",47.556,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-01-01","pmi_composite","pmi_fr","France","France",46.574,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-02-01","pmi_composite","pmi_fr","France","France",47.113,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-03-01","pmi_composite","pmi_fr","France","France",46.889,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-04-01","pmi_composite","pmi_fr","France","France",47.084,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-05-01","pmi_composite","pmi_fr","France","France",46.286,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-06-01","pmi_composite","pmi_fr","France","France",46.651,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-07-01","pmi_composite","pmi_fr","France","France",46.581,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-08-01","pmi_composite","pmi_fr","France","France",46.534,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-09-01","pmi_composite","pmi_fr","France","France",46.533,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-10-01","pmi_composite","pmi_fr","France","France",47.439,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-11-01","pmi_composite","pmi_fr","France","France",48.635,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2012-12-01","pmi_composite","pmi_fr","France","France",49.808,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2013-01-01","pmi_composite","pmi_fr","France","France",50.435,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
"2013-02-01","pmi_composite","pmi_fr","France","France",51.294,"left","index","SP Global PMI","https://www.spglobal.com/market-intelligence/en/mi/products/pmi.html"
